job_position_id,ref_requested_at,ref_requested_date,ref_completed_at,ref_completed_date,ref_approved_at,ref_approved_date,is_mandatory,ref_package_name,ref_form_name,cr_created_at,marked_compliant_at,requested_to_completed_time,completed_to_reviewed_time,requested_to_reviewed_time,requested_to_compliant_time,ref_status,ref_approval_status,requested_to_completed_days,completed_to_reviewed_days,requested_to_reviewed_days,requested_to_compliant_days,requested_to_completed_category,completed_to_reviewed_category,requested_to_reviewed_category,requested_to_compliant_category
16393,2024-10-22 12:58:09.203000,2024-10-22,2024-10-22 14:16:10.106000,2024-10-22,,,false,,SIGNATURE REF FORM,,,4680.903,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2238,2019-06-19 08:56:48.005000,2019-06-19,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
14368,2024-04-03 13:42:06.479000,2024-04-03,2024-04-03 13:42:36.879000,2024-04-03,2024-04-03 13:42:50.693000,2024-04-03,false,,111c,,,30.4,13.814,44.214,,APPROVED,Approved,1,1,1,,Low,Low,Low,
3393,2019-08-28 13:48:49.061000,2019-08-28,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14363,2024-10-24 12:27:49.152000,2024-10-24,2024-10-24 12:30:35.264000,2024-10-24,,,false,,11_Normal,,,166.112,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
5459,2020-03-24 13:12:06.553000,2020-03-24,2020-03-24 13:12:49.092000,2020-03-24,2020-03-24 13:13:38.568000,2020-03-24,false,,Doctor Reference Form,,,42.539,49.476,92.015,,DENIED,Declined,1,1,1,,Low,Low,Low,
5459,2020-03-24 13:01:33.720000,2020-03-24,2020-03-24 13:02:43.539000,2020-03-24,2020-03-24 13:04:15.648000,2020-03-24,false,,Doctor Reference Form,,,69.819,92.109,161.928,,DENIED,Declined,1,1,1,,Low,Low,Low,
14309,2023-11-02 13:08:40.003000,2023-11-02,,,,,false,,345345,,,,,,,OPENED,Requested,,,,,,,,
14309,2023-11-01 10:44:06.864000,2023-11-01,,,,,false,,345345,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
14309,2023-11-02 08:38:05.922000,2023-11-02,2023-11-02 08:38:27.364000,2023-11-02,,,false,,345345,,,21.442,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4352,2020-04-24 14:00:00.384000,2020-04-24,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
4352,2020-04-24 13:59:56.987000,2020-04-24,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
4352,2020-04-24 13:59:58.060000,2020-04-24,2020-04-24 14:40:04.671000,2020-04-24,,,false,,Reference form 848,,,2406.611,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2029,2019-06-12 21:31:53.184000,2019-06-12,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
3736,2019-10-03 09:37:40.162000,2019-10-03,,,,,false,,Reference form 848,,,,,,,OPENED,Requested,,,,,,,,
3736,2019-10-03 09:39:41.056000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3736,2019-10-03 09:57:02.525000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
1436,2019-08-08 09:25:57.686000,2019-08-08,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
1436,2019-04-24 09:34:13.943000,2019-04-24,2019-04-24 09:35:34.986000,2019-04-24,2019-05-16 15:37:57.559000,2019-05-16,false,,Administrator Reference Form,,,81.043,1922542.573,1922623.616,,DENIED,Declined,1,23,23,,Low,High,High,
1546,2019-04-02 10:32:31.351000,2019-04-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
15305,2025-03-20 14:38:51.318000,2025-03-20,2025-03-20 14:39:51.103000,2025-03-20,,,false,,A reference with dates,,,59.785,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15381,2024-04-15 15:41:07.060000,2024-04-15,2024-04-15 15:46:01.719000,2024-04-15,2024-04-16 17:10:39.186000,2024-04-16,false,,asfasf,,,294.659,91477.467,91772.126,,APPROVED,Approved,1,2,2,,Low,Low,Low,
13427,2024-02-01 15:43:10.581000,2024-02-01,2024-02-01 15:44:19.262000,2024-02-01,,,false,,ccc,,,68.681,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
13427,2024-02-01 14:07:50.442000,2024-02-01,2024-02-01 14:09:37.021000,2024-02-01,,,false,,ccc,,,106.579,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
13427,2024-02-01 13:46:32.305000,2024-02-01,2024-02-01 13:47:02.073000,2024-02-01,,,false,,ccc,,,29.768,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
13427,2024-02-01 12:49:40.856000,2024-02-01,2024-02-01 13:37:17.683000,2024-02-01,,,false,,ccc,,,2856.827,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2108,2019-05-28 09:24:40.723000,2019-05-28,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
10367,2024-12-23 15:26:02.507000,2024-12-23,2024-12-23 15:27:18.286000,2024-12-23,,,false,,test,,,75.779,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
10367,2024-12-23 15:23:34.918000,2024-12-23,2024-12-23 15:24:52.734000,2024-12-23,,,false,,test,,,77.816,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
879,2018-11-30 13:58:16.531000,2018-11-30,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
879,2018-11-30 13:58:16.533000,2018-11-30,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
879,2018-11-30 13:58:16.533000,2018-11-30,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
879,2018-11-30 13:58:16.530000,2018-11-30,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
879,2018-11-30 13:58:16.532000,2018-11-30,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
8379,2022-02-16 12:06:01.188000,2022-02-16,2022-02-16 12:07:11.008000,2022-02-16,,,false,,Reference form 766,,,69.82,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4550,2019-12-11 20:39:45.916000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
4550,2019-12-11 21:52:38.230000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4550,2019-12-11 21:53:45.163000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
4550,2019-12-11 21:53:20.064000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:51:07.833000,2019-12-11,,,2019-12-11 22:04:43.212000,2019-12-11,false,,Doctor Reference Form,,,,,815.379,,DENIED,Declined,,,1,,,,Low,
4550,2019-12-11 21:54:42.379000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:54:12.654000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:51:13.471000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:35:30.506000,2019-12-11,,,2019-12-11 21:48:32.556000,2019-12-11,false,,Doctor Reference Form,,,,,782.05,,DENIED,Declined,,,1,,,,Low,
4550,2019-12-11 21:36:33.099000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:36:51.092000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
4550,2019-12-11 21:37:07.994000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:36:12.610000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:14:29.668000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4550,2019-12-11 21:51:44.674000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:15:42.699000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
4550,2019-12-11 20:40:40.929000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4550,2019-12-11 21:16:05.939000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:14:53.512000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 20:40:08.889000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 20:41:15.229000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:13:45.329000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 20:39:19.245000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4550,2019-12-11 20:00:05.756000,2019-12-11,2019-12-11 20:05:47.308000,2019-12-11,2019-12-11 20:13:37.665000,2019-12-11,false,,Doctor Reference Form,,,341.552,470.357,811.909,,EMAIL_BOUNCED,Requested,1,1,1,,Low,Low,Low,
4550,2019-12-11 21:13:19.104000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:35:06.649000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4550,2019-12-11 21:35:52.506000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
4550,2019-12-11 20:09:51.685000,2019-12-11,,,,,false,,Doctor Reference Form,,,,,,,AWAITING_APPROVAL,Submitted,,,,,,,,
4550,2019-12-11 21:14:06.242000,2019-12-11,,,2019-12-11 21:33:09.059000,2019-12-11,false,,Doctor Reference Form,,,,,1142.817,,DENIED,Declined,,,1,,,,Low,
4550,2019-12-11 20:09:29.873000,2019-12-11,2019-12-11 20:11:08.164000,2019-12-11,2019-12-11 20:13:52.855000,2019-12-11,false,,Doctor Reference Form,,,98.291,164.691,262.982,,SENT,Requested,1,1,1,,Low,Low,Low,
4550,2019-12-11 21:07:45.201000,2019-12-11,2019-12-11 21:10:17.408000,2019-12-11,2019-12-11 21:12:22.585000,2019-12-11,false,,Doctor Reference Form,,,152.207,125.177,277.384,,DENIED,Declined,1,1,1,,Low,Low,Low,
1783,2019-04-25 09:42:19.685000,2019-04-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1783,2019-04-25 09:56:34.129000,2019-04-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1783,2019-04-25 09:56:01.698000,2019-04-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1783,2019-04-25 09:55:33.828000,2019-04-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1783,2019-04-25 09:43:56.425000,2019-04-25,2019-04-25 09:44:53.620000,2019-04-25,,,false,,Doctor Reference Form,,,57.195,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
5473,2020-03-25 12:45:42.652000,2020-03-25,,,,,false,,Administrator Reference Form,,,,,,,OPENED,Requested,,,,,,,,
5473,2020-03-25 12:09:37.403000,2020-03-25,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
3722,2019-10-03 07:58:15.770000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
12768,2023-07-24 09:53:25.758000,2023-07-24,,,,,false,,asdasdasd,,,,,,,SENT,Requested,,,,,,,,
1639,2019-04-15 14:36:17.059000,2019-04-15,2019-04-15 14:42:33.015000,2019-04-15,,,false,,Nurse Reference Form,,,375.956,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
6382,2021-01-15 06:43:15.983000,2021-01-15,2021-01-15 06:45:13.353000,2021-01-15,,,false,,Reference form 848,,,117.37,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8888,2021-09-27 12:57:06.305000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8888,2021-09-27 12:56:59.619000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8888,2021-09-27 12:57:02.925000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3696,2019-10-02 12:58:11.503000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1081,2019-08-14 15:37:55.461000,2019-08-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1081,2019-08-14 15:37:55.375000,2019-08-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1081,2019-08-14 15:37:55.711000,2019-08-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2259,2019-06-25 14:13:21.759000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2259,2019-06-25 14:13:21.689000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2259,2019-06-25 14:13:21.707000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2259,2019-06-25 14:13:21.747000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
15281,2025-02-05 16:22:01.374000,2025-02-05,2025-02-05 16:25:59.316000,2025-02-05,,,false,,New form,,,237.942,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15281,2025-01-15 09:44:50.433000,2025-01-15,2025-01-15 11:49:38.003000,2025-01-15,,,false,,New form,,,7487.57,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15281,2025-01-14 15:12:04.730000,2025-01-14,2025-01-14 15:12:52.024000,2025-01-14,,,false,,New form,,,47.294,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15281,2025-01-14 15:04:40.688000,2025-01-14,2025-01-14 15:05:59.176000,2025-01-14,,,false,,New form,,,78.488,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15281,2025-01-14 15:02:13.791000,2025-01-14,2025-01-14 15:03:13.214000,2025-01-14,,,false,,New form,,,59.423,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
6149,2020-05-26 13:59:07.673000,2020-05-26,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
6149,2020-05-26 13:59:05.580000,2020-05-26,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2534,2019-07-15 09:46:03.026000,2019-07-15,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1014,2019-10-03 08:46:40.134000,2019-10-03,2019-10-03 08:49:04.868000,2019-10-03,,,false,,Doctor Reference Form,,,144.734,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1729,2019-05-01 09:31:32.204000,2019-05-01,,,,,false,,Therapist Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1729,2019-04-20 15:45:21.739000,2019-04-20,,,,,false,,Therapist Reference Form,,,,,,,SENT,Requested,,,,,,,,
2953,2019-10-22 13:21:14.576000,2019-10-22,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2953,2019-10-22 13:20:25.458000,2019-10-22,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
2953,2019-09-19 16:41:29.787000,2019-09-19,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2953,2019-09-11 13:23:36.715000,2019-09-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2953,2019-09-11 13:22:50.894000,2019-09-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2953,2019-09-18 09:52:38.435000,2019-09-18,2019-09-18 11:46:24.298000,2019-09-18,,,false,,Doctor Reference Form,,,6825.863,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-09-18 09:37:46.160000,2019-09-18,2019-09-18 09:40:32.956000,2019-09-18,,,false,,Doctor Reference Form,,,166.796,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-10-01 10:29:36.639000,2019-10-01,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2953,2019-09-19 12:11:06.034000,2019-09-19,2019-09-19 12:12:53.300000,2019-09-19,,,false,,Doctor Reference Form,,,107.266,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-09-19 09:51:18.656000,2019-09-19,2019-09-19 09:52:56.928000,2019-09-19,,,false,,Doctor Reference Form,,,98.272,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2021-06-04 09:29:37.014000,2021-06-04,2021-06-04 09:30:28.663000,2021-06-04,,,false,,Doctor Reference Form,,,51.649,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2021-06-04 09:36:47.624000,2021-06-04,2021-06-04 09:40:03.334000,2021-06-04,,,false,,Doctor Reference Form,,,195.71,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-09-18 12:53:37.266000,2019-09-18,2019-09-18 12:55:45.982000,2019-09-18,,,false,,Doctor Reference Form,,,128.716,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-09-06 08:40:29.629000,2019-09-06,2019-09-06 08:41:03.253000,2019-09-06,2019-09-12 10:33:41.216000,2019-09-12,false,,Doctor Reference Form,,,33.624,525157.963,525191.587,,APPROVED,Approved,1,7,7,,Low,High,High,
2953,2019-09-18 09:48:44.462000,2019-09-18,2019-09-18 11:45:55.978000,2019-09-18,,,false,,Doctor Reference Form,,,7031.516,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2019-09-19 12:15:19.006000,2019-09-19,2019-09-19 12:16:06.302000,2019-09-19,,,false,,Doctor Reference Form,,,47.296,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2953,2021-06-04 11:40:54.439000,2021-06-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2998,2019-07-31 10:27:26.088000,2019-07-31,,,,,false,,Sales Reference Form,,,,,,,SENT,Requested,,,,,,,,
2998,2019-07-31 10:27:26.086000,2019-07-31,,,,,false,,Sales Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2977,2019-07-31 08:44:11.377000,2019-07-31,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2977,2019-07-31 08:44:11.375000,2019-07-31,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
13159,2023-08-08 09:26:20.274000,2023-08-08,2023-08-08 09:28:11.832000,2023-08-08,,,false,,referal form,,,111.558,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
12018,2022-11-18 08:22:15.035000,2022-11-18,,,,,false,,November,,,,,,,SENT,Requested,,,,,,,,
1785,2019-04-25 08:19:36.237000,2019-04-25,,,,,false,,Nurse Reference Form,,,,,,,AWAITING_APPROVAL,Submitted,,,,,,,,
13324,2024-03-01 14:19:53.486000,2024-03-01,,,,,false,,nata test,,,,,,,SENT,Requested,,,,,,,,
13324,2024-01-12 13:16:55.247000,2024-01-12,2024-02-27 15:38:07.854000,2024-02-27,,,false,,nata test,,,3982872.607,,,,AWAITING_APPROVAL,Submitted,47,,,,High,,,
13324,2023-11-17 14:24:08.464000,2023-11-17,2023-11-17 14:24:51.398000,2023-11-17,2024-01-12 10:19:39.333000,2024-01-12,false,,nata test,,,42.934,4823687.935,4823730.869,,APPROVED,Approved,1,56,56,,Low,High,High,
13324,2024-09-05 10:32:43.242000,2024-09-05,,,,,false,,nata test,,,,,,,SENT,Requested,,,,,,,,
8881,2021-09-27 12:57:03.364000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8881,2021-09-27 12:56:59.393000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8881,2021-09-27 12:57:07.504000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1624,2019-04-15 10:12:00.708000,2019-04-15,2019-04-15 12:26:35.628000,2019-04-15,,,false,,Care Team qwer Reference Form,,,8074.92,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1624,2019-04-15 10:12:00.711000,2019-04-15,2019-04-15 12:22:58.705000,2019-04-15,,,false,,Care Team qwer Reference Form,,,7857.994,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1624,2019-04-15 10:12:00.713000,2019-04-15,2019-04-15 10:44:24.833000,2019-04-15,,,false,,Care Team qwer Reference Form,,,1944.12,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
11344,2022-09-14 13:17:18.400000,2022-09-14,2022-09-16 07:26:25.479000,2022-09-16,2022-09-16 07:44:43.010000,2022-09-16,false,,asdasdasd,,,151747.079,1097.531,152844.61,,APPROVED,Approved,2,1,2,,Low,Low,Low,
11344,2023-01-30 12:05:36.851000,2023-01-30,,,,,false,,asdasdasd,,,,,,,SENT,Requested,,,,,,,,
11344,2023-01-30 07:47:03.228000,2023-01-30,,,,,false,,asdasdasd,,,,,,,SENT,Requested,,,,,,,,
11344,2022-09-22 13:00:09.924000,2022-09-22,,,,,false,,asdasdasd,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
11344,2022-09-21 08:52:17.872000,2022-09-21,,,,,false,,asdasdasd,,,,,,,SENT,Requested,,,,,,,,
1939,2019-05-04 16:12:52.165000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1939,2019-05-04 16:12:52.166000,2019-05-04,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
13513,2023-07-17 12:24:55.464000,2023-07-17,2023-07-17 12:25:29.776000,2023-07-17,2023-09-18 14:33:34.378000,2023-09-18,false,,Yury,,,34.312,5450884.602,5450918.914,,APPROVED,Approved,1,64,64,,Low,High,High,
1984,2019-05-14 14:59:44.820000,2019-05-14,2019-05-14 15:03:42.339000,2019-05-14,,,false,,Doctor Reference Form,,,237.519,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-08-22 13:05:12.707000,2024-08-22,2024-08-22 13:05:46.676000,2024-08-22,2024-11-27 15:49:14.825000,2024-11-27,false,,long survey test,,,33.969,8390608.149,8390642.118,,DENIED,Declined,1,98,98,,Low,High,High,
16393,2024-08-22 11:02:37.197000,2024-08-22,2024-08-22 11:04:54.928000,2024-08-22,2024-12-02 15:40:04.164000,2024-12-02,false,,long survey test,,,137.731,8829309.236,8829446.967,,APPROVED,Approved,1,103,103,,Low,High,High,
8833,2021-12-23 14:46:48.007000,2021-12-23,,,,,false,,Reference form 1787,,,,,,,SENT,Requested,,,,,,,,
4174,2019-11-05 16:32:53.143000,2019-11-05,2019-11-05 16:33:19.242000,2019-11-05,,,false,,Doctor Reference Form,,,26.099,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4174,2019-11-05 16:31:36.624000,2019-11-05,2019-11-05 16:32:17.270000,2019-11-05,2019-11-05 16:35:44.328000,2019-11-05,false,,Doctor Reference Form,,,40.646,207.058,247.704,,DENIED,Declined,1,1,1,,Low,Low,Low,
4180,2019-12-10 10:35:04.108000,2019-12-10,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
1548,2019-04-02 10:42:14.298000,2019-04-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
5176,2020-03-02 15:27:30.096000,2020-03-02,2020-03-02 15:28:04.346000,2020-03-02,,,false,,Doctor Reference Form,,,34.25,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2267,2019-06-25 16:39:15.054000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2267,2019-06-25 16:39:15.053000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2267,2019-06-25 16:39:15.047000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2267,2019-06-25 16:39:15.007000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2267,2019-06-25 16:39:14.999000,2019-06-25,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
5176,2020-03-02 15:18:03.567000,2020-03-02,2020-03-02 15:19:43.501000,2020-03-02,2020-03-02 15:27:15.620000,2020-03-02,false,,Doctor Reference Form,,,99.934,452.119,552.053,,DENIED,Declined,1,1,1,,Low,Low,Low,
875,2018-11-29 14:53:06.080000,2018-11-29,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
3705,2019-10-02 15:49:22.020000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
8883,2021-09-27 12:57:04.661000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8883,2021-09-27 12:56:59.267000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8883,2021-09-27 12:57:01.507000,2021-09-27,,,,,false,,,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3227,2019-08-19 12:00:59.133000,2019-08-19,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3068,2020-03-12 15:29:51.389000,2020-03-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3819,2019-10-14 13:25:10.880000,2019-10-14,,,,,false,,ITs Reference Form,,,,,,,SENT,Requested,,,,,,,,
3819,2019-10-09 09:03:06.488000,2019-10-09,2019-10-09 09:03:38.783000,2019-10-09,2019-10-09 09:04:25.712000,2019-10-09,false,,ITs Reference Form,,,32.295,46.929,79.224,,APPROVED,Approved,1,1,1,,Low,Low,Low,
4513,2021-01-27 11:35:10.119000,2021-01-27,2021-01-27 11:35:43.940000,2021-01-27,2021-04-05 13:59:34.540000,2021-04-05,false,,Doctor Reference Form,,,33.821,5883830.6,5883864.421,,DENIED,Declined,1,69,69,,Low,High,High,
4513,2021-04-08 15:51:53.811000,2021-04-08,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4513,2021-04-05 15:57:14.366000,2021-04-05,2021-04-05 15:57:42.307000,2021-04-05,,,false,,Doctor Reference Form,,,27.941,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4513,2021-04-01 14:47:06.359000,2021-04-01,2021-04-08 12:23:34.755000,2021-04-08,,,false,,Doctor Reference Form,,,596188.396,,,,AWAITING_APPROVAL,Submitted,7,,,,High,,,
