job_position_id,organisation_id,role,job_position_status,signed_off
13417,2379,Ambulance Care Assistant,Invited,false
13142,2409,Administrator,Active,false
14081,2198,Absolurno new igrok,Active,false
14515,2462,Healthcare Assistant Outpatients,Not invited,false
14516,2462,Healthcare Assistant Theatres,Not invited,false
14517,2462,Healthcare Assistant Theatres,Not invited,false
14379,2325,Designer,Invited,false
14518,2462,Healthcare Assistant Theatres,Not invited,false
14370,2401,AAAAA,Invited,false
14389,2372,Administrator,Active,false
14519,2462,Healthcare Assistant Theatres,Not invited,false
14520,2462,Lead Nurse Gastroenterology,Not invited,false
14521,2462,Nurse Gastroenterology,Not invited,false
14522,2462,Nurse Gastroenterology,Not invited,false
14523,2462,Nurse Gastroenterology,Not invited,false
14524,2462,Nurse Gastroenterology,Not invited,false
14525,2462,Nurse Gastroenterology,Not invited,false
14526,2462,Nurse Gastroenterology,Not invited,false
14527,2462,Nurse Gastroenterology,Not invited,false
14528,2462,Nurse Gastroenterology,Not invited,false
14529,2462,Nurse Gastroenterology,Not invited,false
14530,2462,Nurse Gastroenterology,Not invited,false
14531,2462,Nurse Gastroenterology,Not invited,false
14532,2462,Nurse Gastroenterology,Not invited,false
14533,2462,Nurse Gastroenterology,Not invited,false
14534,2462,Nurse Gastroenterology,Not invited,false
14535,2462,Nurse Gastroenterology,Not invited,false
14536,2462,Nurse Gastroenterology,Not invited,false
14537,2462,Nurse Gastroenterology,Not invited,false
14538,2462,Nurse Gastroenterology,Not invited,false
14539,2462,Nurse Gastroenterology,Not invited,false
14540,2462,Nurse Gastroenterology,Not invited,false
14541,2462,Nurse Gastroenterology,Not invited,false
14542,2462,Nurse Gastroenterology,Not invited,false
14543,2462,Nurse Gastroenterology,Not invited,false
14544,2462,Nurse Gastroenterology,Not invited,false
14545,2462,Nurse Gastroenterology,Not invited,false
11253,1,Other,Not invited,false
14546,2462,Nurse Gastroenterology,Not invited,false
14547,2462,Nurse Gastroenterology,Not invited,false
14548,2462,Nurse Gastroenterology,Not invited,false
14549,2462,Nurse Gastroenterology,Not invited,false
14550,2462,Nurse Gastroenterology,Not invited,false
14551,2462,Nurse Gastroenterology,Not invited,false
14552,2462,Nurse Gastroenterology,Not invited,false
14553,2462,Nurse Gastroenteroloy,Not invited,false
14554,2462,Nurse Gastroenteroloy,Not invited,false
14555,2462,Nurse Gastroenteroloy,Not invited,false
14556,2462,Nurse Gastroenteroloy,Not invited,false
14557,2462,Nurse Gastroenteroloy,Not invited,false
14558,2462,Nurse Gastroenteroloy,Not invited,false
14406,2179,BazhRole,Active,false
3960,2179,Doctor,Active,false
11884,2409,Test,Active,false
11521,2372,Administrator,Active,false
12827,2402,CLINICAL NOTO ADM,Invited,false
13967,2179,UK Doctor,Active,false
13006,1,Other,Not invited,false
11763,1,Other,Not invited,false
14957,2325,Beaty,Active,false
14082,2379,TestRole,Active,false
14572,2462,Nurse Theatres,Not invited,false
590,1493,Doctor,Active,false
14573,2462,Nurse Theatres,Not invited,false
14380,2407,&;,Invited,false
14574,2462,Nurse Theatres,Not invited,false
13240,2372,1,Active,false
13079,2407,Candidate,Invited,false
14559,2462,Nurse Gastroenteroloy,Not invited,false
14560,2462,Nurse Gastroenteroloy,Not invited,false
14561,2462,Nurse Gastroenteroloy,Not invited,false
14562,2462,Nurse Ophthalmic,Not invited,false
14563,2462,Nurse Ophthalmology,Not invited,false
14564,2462,Nurse Ophthalmology,Not invited,false
14565,2462,Nurse Ophthalmology,Not invited,false
14566,2462,Nurse Ophthalmology,Not invited,false
14567,2462,Nurse Ophthalmology,Not invited,false
14568,2462,Nurse Outpatients,Not invited,false
14569,2462,Nurse Outpatients,Not invited,false
14570,2462,Nurse Theatres,Not invited,false
14571,2462,Nurse Theatres,Not invited,false
14575,2462,Nurse Theatres,Not invited,false
14576,2462,Nurse Theatres,Not invited,false
14577,2462,Nurse Theatres,Not invited,false
14578,2462,Nurse Theatres,Not invited,false
14579,2462,Nurse Theatres,Not invited,false
14580,2462,Nurse Theatres,Not invited,false
14581,2462,Nurse Theatres,Not invited,false
14582,2462,Nurse Theatres,Not invited,false
14583,2462,Nurse Theatres,Not invited,false
14584,2462,Nurse Theatres,Not invited,false
14585,2462,Nurse Theatres,Not invited,false
14586,2462,Nurse Theatres,Not invited,false
14587,2462,Nurse Theatres,Not invited,false
14588,2462,Nurse Theatres,Not invited,false
14589,2462,Nurse Theatres,Not invited,false
14590,2462,Nurse Theatres,Not invited,false
14591,2462,Nurse Theatres,Not invited,false
14592,2462,Nurse Theatres,Not invited,false
14593,2462,Nurse Theatres,Not invited,false
14594,2462,Nurse Theatres,Not invited,false
14595,2462,Nurse Theatres,Not invited,false
14596,2462,Nurse Theatres,Not invited,false
14597,2462,Nurse Theatres,Not invited,false
14598,2462,Nurse Theatres,Not invited,false
14599,2462,Nurse Theatres,Not invited,false
14600,2462,Nurse Theatres,Not invited,false
14601,2462,Nurse Theatres,Not invited,false
14602,2462,Operating Department Practitioner Theatres,Not invited,false
14603,2462,Operating Department Practitioner Theatres,Not invited,false
13080,2407,Candidate,Invited,false
11885,2409,Other,Active,false
11522,2372,Administrator,Active,false
12828,2402,CLINICAL NOTO ADM,Invited,false
14619,2462,Ophthalmic Technician Ophthalmology,Not invited,false
12098,2204,KPI viewer,Invited,false
11764,2204,Administrator,Active,false
14159,2379,Ambulance Care Assistant,Active,false
13241,2191,11111,Active,false
13968,2401,MAX,Active,false
14315,1,Other,Not invited,false
15632,2379,TestRole,Active,false
14083,2198,Absolurno new igrok,Invited,false
14084,2379,TestRole,Active,false
14086,2198,Absolurno new igrok,Not invited,false
14604,2462,Operating Department Practitioner Theatres,Not invited,false
14605,2462,Operating Department Practitioner Theatres,Not invited,false
14606,2462,Operating Department Practitioner Theatres,Not invited,false
14607,2462,Operating Department Practitioner Theatres,Not invited,false
14608,2462,Operating Department Practitioner Theatres,Not invited,false
14609,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14610,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14611,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14612,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14613,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14614,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14615,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14616,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14617,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14618,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14620,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14621,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14622,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14623,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14624,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14625,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14626,2462,Ophthalmic Technician Ophthalmology,Not invited,false
1650,1,Administrator,Active,false
14627,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14628,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14629,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14630,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14631,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14632,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14633,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14634,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14635,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14636,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14637,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14638,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14639,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14640,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14641,2462,Ophthalmic Technician Ophthalmology,Not invited,false
3111,2218,Administrator,Active,false
14642,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14643,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14644,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14645,2462,Ophthalmic Technician Ophthalmology,Not invited,false
3113,2220,Administrator,Active,false
14646,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14647,2462,Ophthalmic Technician Ophthalmology,Not invited,false
3346,2179,Doctor,Active,false
11568,2404,Doctor New name Spire,Active,false
11523,2372,Administrator,Active,false
12829,2402,CLINICAL NOTO ADM,Invited,false
3126,2231,Administrator,Active,false
14659,2462,Ophthalmic Technician Ophthalmology,Not invited,false
11765,2379,Other,Active,false
12099,2198,Absolurno new igrok,Invited,false
13970,2401,Administrator,Invited,false
14085,2198,Absolurno new igrok,Invited,false
13242,2204,KPI viewer,Active,false
14316,2401,AAAAA,Active,true
14660,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14958,2325,Accountant,Active,false
14959,2325,Beaty,Active,false
14661,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14662,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14663,2462,Ophthalmic Technician Ophthalmology,Not invited,false
13081,2407,Candidate,Invited,false
14664,2462,Ophthalmic Technician Ophthalmology,Not invited,false
3112,2219,Administrator,Active,false
14392,2372,Nursys,Active,false
14648,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14649,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14650,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14651,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14652,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14653,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14654,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14655,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14656,2462,Ophthalmic Technician Ophthalmology,Not invited,false
912,2183,Administrator,Active,false
14657,2462,Ophthalmic Technician Ophthalmology,Not invited,false
596,1493,Doctor,Active,false
14658,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14665,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14666,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14667,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14668,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14669,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14670,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14671,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14672,2462,Ophthalmic Technician Ophthalmology,Not invited,false
2576,2185,Doctor,Active,false
14673,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14674,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14675,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14676,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14677,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14678,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14679,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14680,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14681,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14682,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14683,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14684,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14685,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14686,2462,Ophthalmic Technician Ophthalmology,Not invited,false
14687,2462,Opthalmic Technician Ophthalmology,Not invited,false
14688,2462,Radiographer Radiology,Not invited,false
14689,2462,Radiographer Radiology,Not invited,false
14690,2462,Radiographer Radiology,Not invited,false
14691,2462,Radiographer Radiology,Not invited,false
14692,2462,Radiographer Radiology,Not invited,false
14693,2462,Respiratory Physiologist,Not invited,false
14960,1,GP,Active,false
12830,2402,CLINICAL NOTO ADM,Invited,false
11569,2325,Director,Active,false
14087,2379,TestRole,Active,false
11766,2402,Doctor,Active,false
13147,1,Other,Not invited,false
10992,2325,Doctor,Active,false
15633,2179,Advanced Nurse Practitionerr,Active,false
14961,2191,Carer,Active,false
11887,2402,CLINICAL NOTO ADM,Active,false
14963,2325,Driver,Invited,false
19167,2401,Role,Active,false
3387,2179,Carer,Active,false
14965,1,Other,Not invited,false
19171,2401,Super,Active,false
4350,2191,Doctor,Active,true
16032,2179,"""Associated Nurse Practitioner""",Archived,false
14317,2401,Administrator,Invited,true
3140,2245,Administrator,Active,false
14969,2379,Role,Active,false
3209,2250,Administrator,Active,false
2865,2185,Doctor,Active,false
14964,2191,Carer,Active,false
19173,2401,event history,Active,false
14982,2325,Designer,Invited,false
14983,2179,Community Nurse,Active,false
19175,2511,Doctor,Active,false
14981,2379,Administrator,Active,false
13082,2376,Basic SM,Active,false
597,1493,Doctor,Active,false
2677,1,Doctor,Active,false
11888,1,Other,Not invited,false
11890,1,Other,Not invited,false
13083,2198,Absolurno new igrok,Archived,false
12831,2402,CLINICAL NOTO ADM,Invited,false
14695,2407,Administrator,Invited,false
12834,2402,CLINICAL NOTO ADM,Invited,false
3394,2179,Doctor,Active,false
14962,2325,Emirates,Active,false
14966,1,Other,Not invited,false
14089,2198,Administrator,Invited,false
14088,2379,Ambulance Care Assistant,Active,false
14970,2379,TestRole,Active,false
10013,2179,Administrator,Active,false
17330,2424,Other,Invited,false
14985,2325,Director,Active,false
19168,2401,dd12,Active,false
20904,2424,NHS Umbrella,Active,false
19176,2401,view dbs,Active,false
20743,2520,Other,Active,false
13084,2409,Testik,Active,false
11526,2372,Edit Checks,Active,false
14721,2401,Administrator,Active,false
11889,2402,Doctor,Active,false
14784,2446,Other,Active,false
3592,2185,Admin1211,Active,false
14750,2401,Administrator,Active,false
14783,2401,Administrator,Active,false
12832,2402,CLINICAL NOTO ADM,Invited,false
14978,1,Other,Not invited,false
14841,2401,Administrator,Invited,false
14717,2401,AAAAA,Invited,false
14696,2407,Administrator,Active,false
14747,2204,Party Harder,Active,false
14778,2179,Director,Active,false
14705,2446,Administrator,Active,false
14774,2446,Administrator,Active,false
14767,2446,Administrator,Invited,false
14807,2325,Georgian doctor,Active,false
19169,2401,Super,Active,false
14301,2401,AAAAA,Active,true
14831,2401,Administrator,Active,true
7115,1,Other,Active,false
14751,2376,Administrator,Active,false
14758,2379,TestRole2,Active,false
14775,2464,Administrator,Active,false
14765,2325,Biologist,Active,true
14766,2379,TestRole2,Active,false
14792,2204,Carer,Active,false
14786,2325,Driver,Active,false
14777,2179,Administrator,Active,false
14779,2465,Administrator,Invited,false
14788,2325,Emirates,Active,false
14789,2372,Administrator,Invited,false
14776,2179,Administrator,Active,false
14797,2325,Accountant,Not invited,false
14798,2325,Administrator,Active,false
14802,2191,reviwer,Active,false
14803,2468,Administrator,Active,false
14836,2376,Admin,Active,false
14837,2191,Admin(def),Active,false
14839,1,Other,Not invited,false
14753,2401,Administrator,Active,false
11770,1,Other,Not invited,false
11891,1,Other,Invited,false
13085,2427,Administrator,Active,false
12833,2402,CLINICAL NOTO ADM,Invited,false
2696,1,Doctor,Active,false
14808,2325,Nurse,Archived,false
13246,2204,Administrator,Active,false
14979,1,Other,Not invited,false
14843,2379,Administrator,Active,false
14740,2204,Party Harder,Archived,false
14698,2407,Administrator,Active,false
14759,2179,1Role,Invited,false
14697,2407,Administrator,Active,false
14986,2325,Administrator,Active,false
14706,2379,TestRole2,Active,false
14768,2372,Administrator,Invited,false
14732,2376,Administrator,Active,false
14840,2446,Administrator,Active,false
14780,2466,Administrator,Active,false
14785,2446,Other,Active,false
14838,2401,Doc_test,Active,false
14842,2401,Administrator,Active,false
13102,2401,Administrator,Active,false
14722,2401,Administrator,Active,false
14731,2401,Administrator,Not invited,false
14790,2179,Administrator,Active,false
14718,2401,AAAAA,Invited,false
14748,2401,AAAAA,Invited,false
16714,2401,AAAAA,Active,false
14799,2325,Administrator,Active,false
19177,2511,Doctor,Active,false
14844,2322,Administrator,Active,false
14805,2325,Emirates,Active,false
14791,2325,Administrator,Active,false
11966,2379,TestRole,Active,false
11771,2379,Other,Active,false
12835,2402,CLINICAL NOTO ADM,Invited,false
14987,2179,Physiotherapist,Active,false
11892,2191,Facebooker,Active,false
14988,2325,Biologist,Active,false
14881,2191,AWATAR,Active,false
14699,2379,Ambulance Care Assistant,Active,false
14997,2401,Role,Active,true
14719,2401,AAAAA,Invited,false
14707,2379,TestRole2,Active,false
14992,2452,Other,Invited,false
14754,2401,Administrator,Active,false
3750,2185,Doctor,Active,false
14723,2379,TestRole2,Active,false
3753,2185,Doctor,Active,false
14995,2191,000-111,Invited,false
14741,2204,Party Harder,Active,false
14996,2401,Role,Active,true
14800,2325,Administrator,Active,false
14749,2204,Grechnevi Doctor,Invited,false
14853,1,Other,Not invited,false
14793,2446,Administrator,Active,true
14760,2191,Administrator,Active,false
14990,2325,Training role,Archived,false
14769,2372,Contact-Personal,Invited,false
14781,2467,Administrator,Active,false
14854,2446,Administrator,Invited,false
14833,2376,Nurse Onboarding - Demo,Not invited,false
14856,1,Other,Not invited,false
14857,1,Other,Not invited,false
14846,2179,BazhRole,Active,false
14847,2179,Community Nurse,Invited,false
2715,1,Doctor,Active,false
381,2179,Doctor,Active,false
388,2179,Doctor,Active,false
391,2179,Doctor,Active,false
14890,2402,Administrator,Active,false
397,2179,Doctor,Active,false
14896,2185,Administrator,Active,false
182,2179,Doctor,Active,false
1138,2179,Doctor,Active,false
1208,2179,Doctor,Active,false
1899,2179,Advanced Nurse Practitionerr,Active,false
2020,2179,Carer,Active,false
2341,2179,Doctor,Invited,false
12836,2402,CLINICAL NOTO ADM,Invited,false
11894,2409,Other,Not invited,false
11967,2379,TestRole,Active,false
14761,2401,Administrator,Active,false
14834,2435,Administrator,Active,false
14989,2325,Bank top manager,Active,false
14701,2407,Administrator,Active,false
14734,2325,Driver,Active,true
1976,2179,Doctor,Active,false
15023,2191,000-111,Invited,false
14708,2379,Ambulance Care Assistant,Active,false
14993,2452,Other,Invited,false
14720,2379,TestRole2,Active,false
14724,2379,Administrator,Active,false
14347,2401,Other,Active,false
14755,2401,Checkr Background Checks,Archived,false
14849,2424,Administrator,Active,false
14742,2204,Party Harder,Active,false
2335,2179,Doctor,Invited,false
17370,2506,Administrator,Active,false
14855,2446,Administrator,Invited,false
14770,2372,AAAAAAAAAA,Invited,false
14810,2325,Beaty,Active,false
19178,2511,Doctor,Active,false
183,2179,Doctor,Active,false
362,2179,Doctor,Active,false
367,2179,Doctor,Active,false
376,2179,Doctor,Active,false
383,2179,Doctor,Active,false
387,2179,Doctor,Active,false
395,2179,Doctor,Active,false
396,2179,Doctor,Active,false
1213,2179,Advanced Nurse Practitionerr,Active,false
1765,2179,Sales,Active,false
1830,2179,Doctor,Active,false
11895,2409,Test,Active,false
11968,2409,Testik,Active,false
14806,2325,Administrator,Archived,false
2501,2179,Doctor,Active,false
11773,2379,Other,Active,false
12837,2402,CLINICAL NOTO ADM,Invited,false
7123,1,Other,Active,false
14702,2379,TestRole,Active,false
14743,2401,AAAAA,Invited,false
14735,2376,Administrator,Not invited,false
10976,2379,Other,Active,false
14826,2401,Administrator,Invited,false
14709,2379,Ambulance Care Assistant,Active,false
14850,2179,Administrator,Active,false
9813,2191,A1 nurcesdfs,Active,false
14725,2372,111aa,Invited,false
14991,2325,GP,Active,false
17371,2507,Administrator,Invited,false
14762,2401,AAAAA,Active,false
15006,2325,Biologist,Invited,false
14756,2379,TestRole2,Active,false
14782,2401,Other,Active,true
14892,2376,Administrator,Active,true
14811,2401,Other,Invited,false
14771,2446,Administrator,Invited,false
15024,2372,Administrator,Active,false
15027,2191,000-111,Invited,false
2742,1,Doctor,Active,false
14835,2435,Other,Not invited,false
354,2179,Doctor,Active,false
369,2179,Doctor,Active,false
377,2179,Doctor,Active,false
380,2179,Doctor,Active,false
382,2179,Doctor,Active,false
386,2179,Doctor,Active,false
398,2179,Doctor,Active,false
1600,2179,Doctor,Active,false
1772,2179,Doctor,Active,false
1790,2179,Physiotherapist,Active,false
1793,2179,Physiotherapist,Active,false
1898,2179,Sales,Active,false
1938,2179,Nurse,Active,false
2039,2179,Carer,Active,false
2174,2179,Doctor,Active,false
2228,2179,Doctor,Active,false
2268,2179,Nurse,Active,false
2298,2179,Doctor,Active,false
2372,2179,Advanced Nurse Practitionerr,Not invited,false
15032,2379,Administrator,Active,false
15049,2379,Administrator,Active,false
15054,2379,Administrator,Active,false
15062,2372,Administrator,Active,false
13426,2191,A1 nurcesdfs,Active,false
11577,2402,Administrator,Invited,false
12838,2402,CLINICAL NOTO ADM,Invited,false
15028,2401,AAAAA,Archived,false
14868,1,Other,Not invited,false
14703,2379,TestRole2,Active,false
897,1493,Irish Doctor,Active,false
14887,1,Other,Not invited,false
14710,2379,Ambulance Care Assistant,Active,false
14814,2401,Other,Active,false
14744,2379,Administrator,Active,false
15031,2198,Absolurno new igrok,Invited,false
14757,2379,Ambulance Care Assistant,Active,false
2392,2179,Doctor,Invited,false
15033,2379,Ambulance Care Assistant,Active,false
14772,2463,Administrator,Active,false
14726,2401,Custom Profile?,Archived,false
19179,2401,dd12,Active,false
14816,2401,Other,Active,true
19180,2401,Other,Active,false
17372,2508,Administrator,Active,false
14736,2401,Administrator,Not invited,false
15055,2379,Administrator,Active,false
14763,2401,AAAAA,Active,false
14827,2322,7777,Active,false
15050,2379,Administrator,Active,false
15052,2198,Absolurno new igrok,Active,false
14815,2401,Other,Invited,false
14817,2401,Other,Invited,false
15060,2198,Absolurno new igrok,Active,false
15063,2372,Other,Active,false
3514,1,Doctor,Active,false
3515,1,Doctor,Active,false
3516,1,Doctor,Active,false
11897,2410,Ambulance Care Assistant,Active,false
3519,1,Doctor,Active,false
16718,1,Other,Not invited,false
12839,2402,CLINICAL NOTO ADM,Invited,false
14888,2179,Doctor,Active,false
12843,2402,CLINICAL NOTO ADM,Invited,false
13428,2191,000-111,Active,false
14704,2179,Administrator,Active,false
3521,1,Doctor,Active,false
14745,2401,Administrator,Active,false
14711,2379,Ambulance Care Assistant,Active,false
2618,2179,Advanced Nurse Practitionerr,Active,false
12066,2402,Administrator,Archived,false
3578,2179,Doctor,Active,false
3613,2179,Doctor,Active,false
15061,2191,000-111,Invited,false
3907,2179,Doctor,Active,false
4643,2179,Doctor,Invited,false
14737,2376,Administrator,Not invited,false
915,1493,Irish Doctor,Active,false
15034,2379,Ambulance Care Assistant,Active,false
14764,2325,Emirates,Active,false
4858,2179,Doctor,Invited,false
14773,2191,11111,Active,false
14894,2401,Role,Active,true
4972,2179,Doctor,Active,false
14852,2402,Administrator,Active,false
5032,2179,Doctor,Active,false
5279,2179,Doctor,Not invited,false
15056,2379,Other,Active,false
5318,2179,Doctor,Invited,false
5322,2179,Doctor,Active,false
5340,2179,Doctor,Active,false
15065,2198,Absolurno new igrok,Active,false
15068,2198,Absolurno new igrok,Active,false
919,1493,Physiotherapist rrrr,Active,false
15108,2179,Ordinary Admin,Active,false
15131,2325,Administrator,Active,false
15188,2472,Other,Archived,false
15223,2471,Administrator,Active,false
15072,2322,Reports,Active,false
943,1493,Administrator,Active,false
13427,2191,000-111,Active,false
11898,2410,Ambulance Care Assistant,Active,false
11899,2409,Test,Active,false
11579,2402,Doctor,Active,false
15960,2322,Observer,Invited,false
14712,2179,Carer,Invited,false
13657,2179,Doctor,Active,false
12840,2402,CLINICAL NOTO ADM,Invited,false
14728,2379,TestRole2,Active,false
14738,2401,Administrator,Invited,false
15029,2401,AAAAA,Archived,false
15035,2379,Ambulance Care Assistant,Active,false
14746,2179,Administrator,Active,false
14819,2322,Best man,Active,false
15058,2325,IT guy,Active,false
14889,2424,Other,Active,false
15070,2322,TestReportRole,Active,false
14895,2376,Administrator,Active,false
2700,2179,Carer,Active,false
3324,2179,Doctor,Active,false
3504,2179,Doctor,Active,false
3506,2179,Doctor,Active,false
3609,2179,Doctor,Active,false
3706,2179,Doctor,Invited,false
3771,2179,Doctor,Active,false
3895,2179,Doctor,Active,false
3908,2179,Administrator,Active,false
19181,2401,Role,Active,false
15189,2472,Administrator,Active,false
15224,2473,Administrator,Active,false
15110,2322,pokemon,Active,false
11580,2379,TestRole,Active,false
13658,2179,Physiotherapist,Active,false
16720,1,Other,Not invited,false
12841,2402,CLINICAL NOTO ADM,Invited,false
14713,2179,Carer,Invited,false
10632,2191,I want a new role,Active,false
15379,2325,Abc,Archived,false
14729,2446,Administrator,Active,false
14820,2322,7777,Active,false
14871,1,Other,Not invited,false
11462,2402,Administrator,Archived,false
15378,2401,Administrator,Active,false
2839,2179,Advanced Nurse Practitionerr,Not invited,false
2991,2179,Physiotherapist,Active,false
3005,2179,Community Nurse,Active,false
3040,2179,Carer,Active,false
3397,2179,Administrator,Active,false
3399,2179,Administrator,Active,false
3505,2179,Administrator,Active,false
3641,2179,Doctor,Active,false
3644,2179,Doctor,Active,false
3804,2179,Doctor,Active,false
4196,2179,Doctor,Active,false
4492,2179,Doctor,Invited,false
15067,2191,000-111,Active,false
15369,2401,Role,Active,true
15228,2204,Administrator,Active,false
15266,2198,Administrator,Active,false
15230,2191,Administrator,Active,false
15251,2204,Administrator,Active,false
15286,2401,Role,Active,false
15273,2198,Doctor_Nurse,Active,false
15311,2477,Administrator,Active,false
11778,1,Other,Not invited,false
12842,2402,CLINICAL NOTO ADM,Invited,false
13659,2379,Ambulance Care Assistant,Not invited,false
4075,1,Doctor,Active,false
15254,2401,Other,Invited,false
14714,2179,Carer,Invited,false
15253,2401,Administrator,Invited,false
15385,2179,Administrator,Archived,true
14821,2322,7777,Active,false
15258,2401,Other,Invited,false
3939,2179,Advanced Nurse Practitionerr,Active,false
4699,2179,Doctor,Invited,false
5301,2179,Doctor,Not invited,false
5323,2179,Doctor,Active,false
5341,2179,Doctor,Active,false
6299,2179,Administrator,Active,false
8788,2179,Administrator,Invited,false
8811,2179,KPI viewer Pro,Active,false
15255,2401,Other,Invited,true
15267,2401,Yury,Active,false
15252,2401,Administrator,Invited,true
15191,1,Other,Not invited,false
15256,2401,Administrator,Invited,false
15257,2401,Role,Invited,false
15232,2474,Administrator,Active,false
11257,1,Other,Not invited,false
4080,1,Doctor,Active,false
15287,2476,Administrator,Active,false
15075,2322,Interesting role,Active,false
4081,1,Doctor,Active,false
3863,2191,Doctor,Active,false
15370,2179,Care Teamer,Active,false
15377,2191,Test admin,Active,false
15380,2191,000-111,Active,false
2786,1493,Doctor,Invited,false
7107,1,Other,Active,false
4083,1,Doctor,Active,false
11582,2191,111aaaa,Active,false
16722,1,Other,Not invited,false
13660,2379,Ambulance Care Assistant,Invited,false
11974,1,Other,Invited,false
12844,2402,CLINICAL NOTO ADM,Invited,false
9235,2191,New_doctor,Active,false
11779,2191,Administrator,Active,false
14715,2379,TestRole2,Active,false
3489,2179,Doctor,Active,false
5027,2179,Care Teamer,Active,false
5283,2179,Doctor,Not invited,false
5302,2179,Doctor,Not invited,false
5319,2179,Doctor,Invited,false
5324,2179,Doctor,Active,false
5335,2179,Doctor,Active,false
5342,2179,Doctor,Active,false
15386,2401,Administrator,Active,false
9291,2179,Administrator,Active,false
9301,2179,Administrator,Active,false
15275,2325,GP,Active,false
15076,2325,Driver,Active,false
15233,2179,Carer,Invited,false
15237,1,Other,Not invited,false
15259,2402,CLINICAL NOTO ADM,Active,false
15288,2476,Administrator,Active,false
15313,2477,Other,Active,false
15314,2477,Administrator,Active,false
9815,2191,A1 nurcesdfs,Active,false
15371,2179,Care Teamer,Active,false
15381,2179,Administrator,Active,false
15424,2179,Administrator,Active,false
15418,2401,Doc_test,Active,false
15451,2325,Anonimus,Invited,false
15437,2478,Other,Active,false
15453,2478,Other,Archived,false
15440,2191,000-111,Invited,false
15458,2479,Administrator,Invited,false
15456,2379,Administrator,Active,false
15460,2401,DBS History,Invited,false
15488,2191,000-444,Active,false
15426,2478,Onboarding Approver,Active,false
11583,2379,TestRole,Active,false
